program_id,county,site_address,foodborne_illness_violations,good_retail_practices_violations,total_violations,inspScore
Old Chicago,Adams,10180 Grant St,4,3,7,49
Old Chicago,Adams,2155 Prairie Center Pkwy,3,5,8,48
Old Chicago,Adams,3909 E 120th Ave,3,5,8,48
Old Chicago,Arapahoe,16990 E Iliff Ave,3,5,8,48
Old Chicago,Arapahoe,6676 S Parker Rd,1,2,3,53
Old Chicago,Douglas,1489 Park Central Dr Bldg G,3,6,9,47
Old Chicago 0067,Arapahoe,6105 S Main St,3,6,9,47
Old Chicago Pizza and Taproom,Arapahoe,3840 River Point Pkwy,2,1,3,53
Old Fashioned Italian Deli,Arapahoe,395 W Littleton Blvd Unit,4,5,9,47
Old Santa Fe Express Mexican Grill,Arapahoe,5501 S Broadway,6,6,12,44
Old Santa Fe Mexican Grill,Douglas,11465 S Twenty Mile Rd,5,4,9,47
Old West Bar B Que,Douglas,107 Wolfensberger Rd,4,5,9,47
Olde Towne Tavern,Arapahoe,2410 W Main St,6,6,12,44
Olive Garden 1714,Arapahoe,6089 S Southlands Pkwy,2,3,5,51
Olive Garden 329,Douglas,2520 E County Line Rd,2,3,5,51
Olive Garden Italian Restaurant 1250,Arapahoe,2390 S Havana St,3,6,9,47
Olive Garden Italian Restaurant 1593,Adams,1151 E 120th Ave,7,6,13,43
On The Border,Douglas,8555 S Quebec St,2,4,6,50
On The Rox Sports Bar & Grill,Douglas,11957 Lioness Way,5,8,13,43
On the Border Mexican Grill and Cantina,Arapahoe,6369 S Southlands Pkwy,5,4,9,47
One Barrel,Arapahoe,3401 S Broadway,2,1,3,53
Options Secondary Program at Whitman,Arapahoe,6557 S Acoma St,0,0,0,56
Orange Julius Dairy Queen,Arapahoe,14200 E Alameda Ave Ste 2060A,1,1,2,54
Orchid Asian Bistro,Arapahoe,1140 W Littleton Blvd,7,8,15,41
Oriental Cafe,Douglas,549 W Highlands Ranch Pkwy,4,5,9,47
Original Hamburger Stand,Adams,8680 Washington St,3,0,3,53
Original Hamburger Stand The 82,Arapahoe,3100 S Broadway,1,2,3,53
Original Pancake House,Arapahoe,5900 S University Blvd Ste D,0,4,4,52
Original Pancake House,Arapahoe,8000 E Belleview Ave Unit F10,0,1,1,55
Oumi Sushi at Sprouts 301,Adams,5150 W 120th Ave,0,1,1,55
Oumi Sushi at Sprouts 309,Douglas,10018 Commons St,0,0,0,56
Oumi Sushi at Sprouts 325,Arapahoe,5001 S Broadway,1,0,1,55
Our Place Bar,Adams,7320 Pecos St,4,7,11,45
Out Post Bar,Adams,6921 Lowell Blvd,1,1,2,54
Outback Steakhouse 0615,Adams,497 E 120th Ave,4,5,9,47
Outback Steakhouse 0618,Arapahoe,10443 E Costilla Ave,3,3,6,50
Outback Steakhouse 0619,Arapahoe,2066 S Abilene St,1,4,5,51
Outback Steakhouse 0626,Douglas,4687 Milestone Ln,4,5,9,47
Outback Steakhouse 614,Douglas,15 Springer Dr,1,1,2,54
Outpost,Douglas,7431 Park Meadows Dr,0,0,0,56
Overland High School,Arapahoe,12400 E Jewell Ave,0,0,0,56
Overland Trail Middle School,Adams,455 N 19th Ave,1,4,5,51
Overseas Oriental Market,Adams,7141 Irving St Ste D,0,4,4,52
P F Changs China Bistro,Arapahoe,23902 E Prospect Ave,4,2,6,50
P F Changs China Bistro,Douglas,8315 Park Meadows Center Dr,7,9,16,40
P and G Concessionaire,Adams,300 Strong St,0,2,2,54
P and Y Cafe,Arapahoe,2769 S Parker Rd,3,5,8,48
P-8 at APS Community Campus,Arapahoe,55 N Salida Way,0,0,0,56
Pacific Ocean Marketplace,Arapahoe,12303 E Mississippi Ave Unit 135,2,7,9,47
Padre,Arapahoe,8035 S Quebec St,0,2,2,54
Palateria La Michoacan,Arapahoe,697 Peoria St,4,7,11,45
Palenque Cocina Y Agaveria,Arapahoe,2609 W Main St,4,8,12,44
Paleteria La Loteria,Adams,1418 W 104th Ave,1,2,3,53
Paleteria y Neveria La Flor de Michoacan,Adams,6326 Ivy St,3,0,3,53
Palleteria La Michoacana,Adams,827 Kuner Rd,4,4,8,48
Panache Catering/Two Penguins,Arapahoe,13065 E Briarwood Ave,10,8,18,38
Panaderia Contreras 2,Adams,10777 E Colfax Ave,5,5,10,46
Panaderia Tlaquepaque,Arapahoe,2300 S Chambers Rd Unit L,3,4,7,49
Panaderia Y Antojitos La Piramide,Adams,2425 E 88th Ave,11,3,14,42
Panaderia Y Tortilleria LyLy,Adams,1550 W 70th Ave,5,6,11,45
Panaderia y Pasteleria Moreno,Adams,10247 E Colfax Ave,7,2,9,47
Panda Buffet,Adams,8460 Federal Blvd,7,8,15,41
Panda Buffet,Arapahoe,12597 E Mississippi Ave Unit 100,2,5,7,49
Panda Express,Adams,3586 Eagle Blvd,1,3,4,52
Panda Express,Adams,891 S Kuner Rd,2,1,3,53
Panda Express,Arapahoe,14302 E Cedar Ave Unit A,1,3,4,52
Panda Express,Arapahoe,3425 Salida St Unit A,0,3,3,53
Panda Express,Arapahoe,5350 S Santa Fe Dr Unit H,0,0,0,56
Panda Express,Arapahoe,5670 S Chambers Rd,1,0,1,55
Panda Express,Douglas,8515 Park Meadows Center Dr Unit 3033,1,2,3,53
Panda Express,Douglas,9563 S University Blvd,0,1,1,55
Panda Express 1085,Arapahoe,16891 E Quincy Ave,0,3,3,53
Panda Express 1317,Adams,2680 W 104th Ave,3,8,11,45
Panda Express 1360,Arapahoe,2990 S Broadway,1,1,2,54
Panda Express 1515,Douglas,8331 Willow St Unit A,1,0,1,55
Panda Express 2890,Adams,550 E 144th Ave,3,0,3,53
Panda Express 3114,Adams,15481 E 104th Ave,2,2,4,52
Panda Express 686,Douglas,11153 S Parker Rd Unit D,0,4,4,52
Panda Express 711,Adams,901 E 120th Ave Unit A,2,1,3,53
Panda Express 721,Arapahoe,9500 E Hampden Ave Unit D,0,2,2,54
Panda Garden Chinese Restaurant,Adams,9682 Washington St,6,7,13,43
Panera Bread,Arapahoe,23950 Smoky Hill Rd,4,2,6,50
Panera Bread,Douglas,35 E Allen St,1,3,4,52
Panera Bread 2420,Arapahoe,12293 E Iliff Ave,1,3,4,52
Panera Bread 2441,Arapahoe,6770 S Cornerstar Way Unit E,2,1,3,53
Panera Bread 2444,Arapahoe,640 S Colorado Blvd,2,4,6,50
Panera Bread 3064,Douglas,9579 S University Blvd,0,7,7,49
Panera Bread 3066,Arapahoe,5910 S Holly St,2,0,2,54
Panera Bread 3068,Arapahoe,7301 S Santa Fe Dr,2,0,2,54
Panera Bread 3072,Douglas,9233 Park Meadows Dr,0,3,3,53
Panera Bread 3086,Arapahoe,3702 River Point Pkwy Unit A,2,4,6,50
Panera Bread 3093,Arapahoe,13100 E Colfax Ave Unit 60,3,1,4,52
Panera Bread 3103,Adams,100 E 120th Ave,2,3,5,51
Panera Bread 3105,Adams,14415 Delaware St,2,4,6,50
Panera Bread Cafe 3084,Douglas,11290 S Twenty Mile Rd Ste 123,0,4,4,52
Papa Johns Pizza,Adams,10401 Belle Creek Blvd Ste 102,6,4,10,46
Papa Johns Pizza,Adams,126 W Bridge St,3,2,5,51
Papa Johns Pizza,Douglas,390 S Wilcox St Ste E,3,6,9,47
Papa Johns Pizza 1040,Adams,7245 Pecos St,2,3,5,51
Papa Johns Pizza 1044,Arapahoe,15493 E Hampden Ave Unit E,4,4,8,48
Papa Johns Pizza 1052,Arapahoe,5194 S Broadway,4,0,4,52
Papa Johns Pizza 1055,Adams,5160 W 120th Ave,3,7,10,46
Papa Johns Pizza 1057,Douglas,9245 S Broadway Unit 400,2,4,6,50
Papa Johns Pizza 1455,Arapahoe,580 S Chambers Rd,6,3,9,47
Papa Johns Pizza 1466,Douglas,9227 E Lincoln Ave Ste 400,2,1,3,53
Papa Johns Pizza 1473,Douglas,10641 Park Glenn Way,4,5,9,47
Papa Johns Pizza 1474,Arapahoe,8655 E Arapahoe Rd,1,0,1,55
Papa Johns Pizza 1477,Arapahoe,20941 E Smoky Hill Rd Unit A,1,0,1,55
Papa Johns Pizza 4258,Arapahoe,10551 E Garden Dr Ste 104,2,0,2,54
Papa Johns Pizza 4639,Adams,880 E 88th Ave Unit 130,4,3,7,49
Papa Mazzottis,Adams,2252 Lake Ave,6,5,11,45
Papa Murphys,Adams,2690 W 104th Ave,1,5,6,50
Papa Murphys,Douglas,13029 S Parker Rd,2,2,4,52
Papa Murphys,Douglas,9231 E Lincoln Ave Ste 1000,2,5,7,49
Papa Murphys,Douglas,9559 S University Blvd Unit 103,3,5,8,48
Papa Murphys CO 025,Arapahoe,8575 E Arapahoe Rd Unit D,2,0,2,54
Papa Murphys Highlands Ranch,Douglas,9315 Dorchester St Unit G108,2,0,2,54
Papa Murphys Pizza,Adams,96 N 50th Ave Unit A,0,2,2,54
Papa Murphys Pizza CO 008,Arapahoe,12158 E Mississippi Ave,0,0,0,56
Papa Murphys Pizza CO 010,Arapahoe,15440 E Hampden Ave,2,2,4,52
Papa Murphys Pizza CO 106,Arapahoe,1180 S Buckley Rd Unit C,1,1,2,54
Papa Murphys Take N Bake,Arapahoe,25791 E Smoky Hill Rd Unit 90,1,2,3,53
Papa Murphys Take N Bake Pizza,Adams,15165 E 104th Ave,3,3,6,50
Papa Murphys Take N Bake Pizza,Arapahoe,7408 S University Blvd,1,1,2,54
Papa Murphys Take N Bake Pizza CO 030,Adams,3782 E 104th Ave Ste D,4,4,8,48
Papa Murphys Take N Bake Pizza CO 105,Adams,13691 Colorado Blvd Ste 103,3,3,6,50
Papa Nickys Pizza and Wings,Arapahoe,12203 E Iliff Ave Ste T,6,3,9,47
Papa Ricks Pizza,Arapahoe,3112 S Parker Rd Unit G,5,3,8,48
Papas Pizza,Adams,5765 Washington St,4,3,7,49
Pappadeaux Seafood Kitchen,Arapahoe,7520 E Progress Pl,1,5,6,50
Papusas La Salvadorena,Arapahoe,304 Havana St,7,2,9,47
Paradise Asian Cafe,Arapahoe,6180 S Gun Club Rd Unit L1,8,12,20,36
Paragon Dining Service,Arapahoe,500 Airport Blvd,2,1,3,53
Paragon Food Services atCCA,Arapahoe,16000 E Centretech Pkwy,4,5,9,47
Paris Elementary,Adams,1635 Paris St,0,2,2,54
Park Centre Lounge,Adams,12011 Pecos St,1,4,5,51
Park Lane Elementary,Adams,13001 E 30th Ave,2,3,5,51
Parker Adventist Hospital,Douglas,9395 Crown Crest Blvd,0,5,5,51
Parker Dairy Queen,Douglas,19102 E Plaza Dr,2,4,6,50
Parker Food and Gas,Arapahoe,3116 S Parker Rd,4,2,6,50
Parker Garage,Douglas,19420 E Mainstreet,1,6,7,49
Parker Gas & Snack,Douglas,11411 S Twenty Mile Rd Unit 100,1,3,4,52
Parker Performing Arts School,Douglas,15035 Compark Blvd,0,0,0,56
Parker Schoolhouse at Mainstreet,Douglas,19650 E Mainstreet,0,0,0,56
Parker Senior Center,Douglas,10675 Longs Way,3,3,6,50
Parker Valley Hope,Douglas,22422 E Main St,4,3,7,49
Parkside Village Retirement,Arapahoe,14501 E Crestline Dr,7,3,10,46
Parkway Bar and Grill,Arapahoe,22775 E Aurora Pkwy Unit C8,3,3,6,50
Parkway Cafe,Adams,1762 W 92nd Ave,5,7,12,44
Parrys,Douglas,9567 S University Blvd Unit B2,5,6,11,45
Parrys Pizza,Arapahoe,2154 E Commons Ave Ste 300,4,2,6,50
Parrys Pizza,Douglas,12501 E Lincoln Ave Unit 101,3,5,8,48
Parrys Pizza,Douglas,5650 Allen Way Ste 119,4,7,11,45
Parrys Pizzeria,Adams,100 E 120th Ave Unit F110,2,8,10,46
Parrys Pizzeria & Bar IV,Arapahoe,5970 S Holly St,5,3,8,48
Pastries N Chaat,Douglas,7824 Park Meadows Dr Ste 300,6,7,13,43
Pats Philly Steaks and Subs,Arapahoe,7419 E Iliff Ave,3,5,8,48
Patter Bar,Adams,12189 N Pennsylvania St,0,0,0,56
Patxis Pizza,Arapahoe,3455 S University Blvd Unit B,5,4,9,47
Peabody Elementary,Arapahoe,3128 E Maplewood Ave,0,0,0,56
Peak Refreshments,Arapahoe,20556 E 32nd Pkwy,1,3,4,52
Peak Refreshments,Arapahoe,6465 Greenwood Plaza Blvd,0,0,0,56
Peak to Peak Tap Room,Arapahoe,16701 E Iliff Ave,4,4,8,48
Peaks The,Arapahoe,16510 E Hughes Dr Bldg S79,3,1,4,52
Peakview Coffee,Arapahoe,620 Southpark Dr,4,2,6,50
Pearl of Siam,Arapahoe,18660 E Hampden Ave,7,9,16,40
Peets Coffee and Tea,Arapahoe,6751 S York St Ste 518,2,1,3,53
Pegasus Restaurant,Douglas,313 Jerry St,5,6,11,45
Pei Wei Asian Diner,Douglas,9352 S Colorado Blvd # 1G,3,8,11,45
Pennock K thru 8 School,Adams,3707 Estrella St,1,0,1,55
Penthouse Club,Arapahoe,4451 E Virginia Ave,2,2,4,52
Peoria Elementary,Arapahoe,875 Peoria St,1,1,2,54
Peppinos Pizza,Arapahoe,14200 E Alameda Ave Unit 1039A,3,3,6,50
Perfect Landing Restaurant,Arapahoe,7625 S Peoria St,3,4,7,49
Perks Cafe,Douglas,1500 Park Central Dr Room G 101,1,1,2,54
Perry Park Country Club,Douglas,7047 Perry Park Blvd Unit RR1,5,6,11,45
Perrys Steakhouse and Grille,Douglas,8433 Park Meadows Center Dr Unit D154,4,5,9,47
Persnicke Tea,Douglas,200 Perry St,1,2,3,53
Perspective Gourmet,Arapahoe,1670 N Jasper St Unit H,2,1,3,53
Petes Cafe,Adams,9170 Washington St,4,3,7,49
Petroleum Wholesale 6525 Gas Station,Adams,1695 N Watkins Rd,2,10,12,44
Phillips 66,Adams,2651 E 120th Ave,3,1,4,52
Phillips 66,Adams,9200 Federal Blvd,1,1,2,54
Phillips 66,Douglas,9160 Crown Crest Blvd,1,3,4,52
Pho 104,Adams,421 W 104th Ave Ste H,5,7,12,44
Pho 15,Adams,665 E 70th Ave,3,5,8,48
Pho 4 Mua Vietnam Cuisine,Adams,9866 Grant St,4,3,7,49
Pho 4 U,Arapahoe,3610 River Point Pkwy Unit C,8,2,10,46
Pho 5,Douglas,363 Village Square Ln Ste 130,5,8,13,43
Pho 7,Adams,3917 E 120th Ave,8,4,12,44
Pho 75,Arapahoe,13736 E Quincy Ave,3,2,5,51
Pho 75 Havana,Arapahoe,2050 S Havana St,3,1,4,52
Pho 777,Arapahoe,562 S Chambers Rd Unit 18,5,4,9,47
Pho 777,Douglas,323 Metzler Dr Ste 106,7,5,12,44
Pho 79,Adams,3049 W 74th Ave Unit B,3,7,10,46
Pho 81,Adams,275 Pavilions Pl Unit F,8,4,12,44
Pho 88,Adams,10250 Federal Blvd Ste 700,4,4,8,48
Pho 888,Arapahoe,539 Sable Blvd,5,5,10,46
Pho 90,Arapahoe,23955 E Plaza Ave Unit G 115,5,6,11,45
Pho 95 Noodle House and Grill,Arapahoe,6879 S Vine St Ste 714,8,6,14,42
Pho 97,Arapahoe,16748 E Smoky Hill Rd Unit 9A,6,8,14,42
Pho 99,Arapahoe,1080 S Havana St,3,3,6,50
Pho 99,Arapahoe,211 E County Line Rd,7,11,18,38
Pho Bowlevard,Arapahoe,5950 S Platte Canyon Rd Unit A1,8,7,15,41
Pho Broadway,Arapahoe,6645 S Broadway,2,7,9,47
Pho By Night,Douglas,9234 Park Meadows Dr Ste 100,1,0,1,55
Pho Cafe Asian Cuisine,Arapahoe,12405 E Mississippi Ave Unit 200,2,6,8,48
Pho Duy III,Arapahoe,680 Peoria St,10,15,25,31
Pho Ever Yum,Adams,13691 Colorado Blvd Unit 121,5,5,10,46
Pho Khang II,Arapahoe,8283 S Akron St Unit 140,6,3,9,47
Pho Kim,Arapahoe,12203 E Iliff Ave Ste H,7,1,8,48
Pho Kimmie,Adams,2841 W 120th Ave Unit C100,6,3,9,47
Pho Le 2,Arapahoe,2719 S Parker Rd,5,5,10,46
Pho Lee,Adams,14643 Orchard Pkwy Ste 400,6,2,8,48
Pho Lee,Arapahoe,6860 S Clinton St Unit C,4,2,6,50
Pho Peoria,Arapahoe,1695 Peoria St,5,5,10,46
Pho Real,Arapahoe,2399 W Main St,10,9,19,37
Pho Saigon,Adams,12033 Pecos St,5,6,11,45
Pho Saigon Denver,Arapahoe,7585 E Iliff Ave,4,10,14,42
Pho Saigon Vietnamese Noodle and Grill,Arapahoe,9555 E Arapahoe Rd Unit 1,5,5,10,46
Pho TJ,Adams,702 E Bridge St,4,10,14,42
Pho Vy,Arapahoe,6770 S Cornerstar Way Unit,12,11,23,33
Pho Vy,Douglas,18366 Lincoln Ave Unit 109,6,11,17,39
Piassa Ethio Mart,Arapahoe,12028 E Mississippi Ave Unit A,4,6,10,46
Piccino Wood Oven Pizza,Arapahoe,5350 S Santa Fe Dr Unit A,2,1,3,53
Pickens Perk,Arapahoe,500 Airport Blvd Bldg A,1,2,3,53
Pie Society Pizza,Arapahoe,4615 E Mississippi Ave,0,0,0,56
Piezanos,Douglas,5457 Manhart St,0,5,5,51
Pily Cafe,Adams,8501 Grant St,6,2,8,48
Pine Grove Elementary,Douglas,10450 Stonegate Pkwy,0,0,0,56
Pine Lane Intermediate School,Douglas,6475 E Ponderosa Dr,0,0,0,56
Pine Lane Primary Elementary,Douglas,6475 Ponderosa Dr,0,0,0,56
Pine Ridge Elementary,Arapahoe,6525 S Wheatlands Pkwy,0,0,0,56
Pinery Country Club - Main Clubhouse,Douglas,6900 N Pinery Pkwy,5,4,9,47
Pinnacle Charter School,Adams,1001 W 84th Ave,2,4,6,50
Pinnacle High School,Adams,8412 Huron St,3,1,4,52
Pinocchios 4,Adams,177 E Bridge St,3,7,10,46
Pinos,Arapahoe,1400 E Hampden Ave Unit 140,5,5,10,46
Pinos Italian Kitchen & Bar,Douglas,361 Village Square Ln,5,7,12,44
Pint Room,Arapahoe,2620 W Belleview Ave,3,2,5,51
Pioneer Elementary,Douglas,10881 Riva Ridge St,0,2,2,54
Piper Inn,Arapahoe,2251 S Parker Rd,5,5,10,46
Pisco Sour,Arapahoe,14050 E Evans Ave,4,5,9,47
Pita Pit,Adams,1181 W 120th Ave Unit 200,1,3,4,52
Pitchers,Arapahoe,1670 S Chambers Rd,6,9,15,41
Pizza Hut,Adams,11975 N Holly St,0,3,3,53
Pizza Hut,Adams,7352 Washington St,0,1,1,55
Pizza Hut,Douglas,9068 Forsstrom Dr Ste C15,1,0,1,55
Pizza Hut 035000,Douglas,10535 S Parker Rd,1,6,7,49
Pizza Hut 035001,Douglas,340 S Wilcox St,0,6,6,50
Pizza Hut 4822,Adams,14601 E Colfax Ave Unit C,2,2,4,52
Pizza Hut 4823,Arapahoe,1545 S Havana St,2,4,6,50
Pizza Hut 4824,Arapahoe,16800 E Iliff Ave,1,0,1,55
Pizza Hut 4825,Arapahoe,5657 S Himalaya St Ste 260,0,5,5,51
Pizza Hut 4826,Arapahoe,1086 S Sable Blvd,3,2,5,51
Pizza Hut 4827,Arapahoe,18187 E Hampden Ave,0,3,3,53
Pizza Hut 4829,Adams,2210 E Bridge St,3,2,5,51
Pizza Hut 4832,Arapahoe,5270 E Arapahoe Rd Unit G3,1,3,4,52
Pizza Hut 4833,Adams,6125 E Parkway Dr,2,4,6,50
Pizza Hut 4839,Arapahoe,9500 E Hampden Ave,1,1,2,54
Pizza Hut 4842,Adams,7171 Pecos St,1,4,5,51
Pizza Hut 4849,Arapahoe,4100 S Broadway,1,3,4,52
Pizza Hut 4851,Arapahoe,10639 E Briarwood Ave Ste B1,1,3,4,52
Pizza Hut 4859,Douglas,9385 S Colorado Blvd Unit 106,0,4,4,52
Pizza Hut 4860,Arapahoe,5856 S Lowell Blvd Ste 30,0,5,5,51
Pizza Hut 4861,Arapahoe,7960 S Broadway,3,2,5,51
Pizza Hut 4863,Adams,11920 Washington St,2,3,5,51
Pizza Hut 4866,Adams,13762 Colorado Blvd Unit 100,2,5,7,49
Pizza Hut 4867,Adams,3880 E 104th Ave,0,2,2,54
Pizza Hut 4868,Adams,7820 Sheridan Blvd,0,2,2,54
Pizza Hut 4869,Adams,12049 Pecos St,1,3,4,52
Pizza Hut 4871,Adams,10343 Federal Blvd Unit C,0,4,4,52
Pizza Hut 4873,Adams,15550 E 103rd Pl Unit 100,1,3,4,52
Pizza Pit Stop,Adams,56551 E Colfax Ave,3,1,4,52
Pizza Republica,Arapahoe,5375 Landmark Pl Ste 113,6,2,8,48
Platte River Bar and Grill,Arapahoe,5995 S Santa Fe Dr,10,10,20,36
Platte Valley Medical Center,Adams,1600 Prairie Center Pkwy,1,6,7,49
Players Club,Adams,6710 Federal Blvd,5,4,9,47
Plentea,Adams,1391 E 120th Ave Ste D,5,5,10,46
Plum Creek Academy,Douglas,9340 Commerce Center St,0,0,0,56
Plum Creek Catering,Douglas,1605 Park St Unit D,3,6,9,47
Plum Creek Golf Club,Douglas,331A Players Club Dr,2,1,3,53
Poke Bowl,Douglas,10981 S Parker Rd,8,6,14,42
Poke City,Arapahoe,1128 S Colorado Blvd,2,1,3,53
Poke City,Arapahoe,3401 S Broadway Ste 120,5,1,6,50
Poke City,Arapahoe,8547 E Arapahoe Rd Unit K,2,0,2,54
Poke Co,Arapahoe,91 W Mineral Ave Unit 140,8,9,17,39
Poke Concept,Arapahoe,14302 E Cedar Ave Unit B,4,3,7,49
Poke Concept,Arapahoe,9555 E Arapahoe Rd Unit 10,4,2,6,50
Poke One,Douglas,9227 E Lincoln Ave Ste 500,6,5,11,45
Poke Story 1 The,Arapahoe,23955 E Plaza Dr Unit G 103,3,2,5,51
Poke Story II,Arapahoe,2330 E Arapahoe Rd Ste 903,1,2,3,53
Pokecity,Arapahoe,6750 S Cornerstar Way Unit D,1,1,2,54
Pollo Lima,Arapahoe,9614 E Arapahoe Rd,5,9,14,42
Pollo Picante 10498,Arapahoe,10498 E Colfax Ave Unit E,7,6,13,43
Polton Elementary,Arapahoe,2985 S Oakland St,0,0,0,56
Ponchos Mexican Grill,Arapahoe,5350 S Santa Fe Dr Unit C,8,9,17,39
Ponderosa Elementary,Arapahoe,1885 S Lima St,0,1,1,55
Ponderosa High School,Douglas,7007 E Bayou Gulch Rd,0,3,3,53
Popcorn Bliss,Douglas,6360 Promenade Pkwy Unit 130,1,0,1,55
Popeyes,Adams,5101 Quebec St,0,4,4,52
Popeyes 401,Adams,12051 Huron St,2,5,7,49
Popeyes 406,Adams,15199 E Colfax Ave,8,6,14,42
Popeyes 410,Arapahoe,3122 S Parker Rd,3,4,7,49
Popeyes 411,Adams,11097 E Colfax Ave,1,4,5,51
Popeyes 412,Adams,550 W 84th Ave,3,4,7,49
Popeyes 416,Douglas,1340 New Beale St,5,7,12,44
Popeyes 418,Adams,15050 E 104th Ave,3,3,6,50
Popeyes Chicken,Arapahoe,22998 E Smoky Hill Rd,0,1,1,55
Popeyes Chicken 413,Adams,6450 Sheridan Blvd,1,3,4,52
Popeyes Louisiana Chicken,Adams,9711 Washington St,3,1,4,52
Popeyes Louisiana Kitchen 427,Adams,2032 Prairie Center Pkwy,0,3,3,53
Popeyes Louisianna Kitchen 424,Arapahoe,2150 S Quebec St,3,3,6,50
Pork Chop King,Arapahoe,34501 E Quincy Ave,5,1,6,50
Portofino Pizza and Pasta,Douglas,10920 S Parker Rd Unit B9,4,5,9,47
Posh Pastries,Douglas,10471 S Parker Rd Ste 8B,5,9,14,42
Potbelly Sandwich Shop,Adams,14306 Lincoln St,2,1,3,53
Potbelly Sandwich Shop,Douglas,1341 New Beale St Ste 100,1,4,5,51
Potbelly Sandwich Shop,Douglas,8475 S Yosemite St Ste A,3,6,9,47
Powell Middle School,Arapahoe,8000 S Corona Way,0,0,0,56
Practice Facilities Building Driving Range,Adams,9650 Sheridan Blvd,0,0,0,56
Pradera Golf Club,Douglas,5225 Raintree Dr,6,4,10,46
Prairie Crossing Elementary,Douglas,11605 S Bradbury Ranch Dr,0,4,4,52
Prairie Hill Elementary,Adams,13801 Garfield Pl,0,2,2,54
Prairie Middle School,Arapahoe,12600 E Jewell Ave,0,1,1,55
Prairie View High School,Adams,12909 E 120th Ave,0,1,1,55
Prairie View Middle School,Adams,12915 E 120th Ave,1,1,2,54
Prana Inc,Adams,3645 W 112th Ave,0,0,0,56
Primal Axe House,Arapahoe,3545 S Platte River Dr Unit M1,0,1,1,55
Primos Italian,Adams,7174 Washington St Unit A,6,2,8,48
Products By Mahoney Limited,Adams,12189 Pennsylvania St,0,0,0,56
Profile by Sanford,Arapahoe,8575 E Arapahoe Rd Unit G,0,0,0,56
Pudge Bros Pizza,Arapahoe,4034 S Parker Rd,4,4,8,48
Pudge Brothers Pizza,Adams,6085 E 64th Ave,1,0,1,55
Pudger Enterprises,Douglas,650 Perry Park Ave,1,2,3,53
Pupusas Paradise,Arapahoe,15462 E Hampden Ave # E,7,7,14,42
Purgatory Cellars,Douglas,30 W Springer Dr,2,0,2,54
Purgatory Cellars,Douglas,611 N Wilcox St Unit C,0,0,0,56
Q Rico Mexican Food,Arapahoe,14200 E Alameda Ave Unit 2015,4,3,7,49
Qdoba Mexican Grill 1717,Douglas,955 New Memphis Ct Ste 103,1,6,7,49
Qdoba Mexican Grill 2003,Arapahoe,5188 S Broadway,2,2,4,52
Qdoba Mexican Grill 2006,Arapahoe,1156 S Colorado Blvd,2,6,8,48
Qdoba Mexican Grill 2063,Adams,1005 W 120th Ave Ste 100,2,4,6,50
Qdoba Mexican Grill 2065,Arapahoe,2295 S Peoria St,5,7,12,44
Qdoba Mexican Grill 2085,Arapahoe,800 Englewood Pkwy Unit C100,2,2,4,52
Qdoba Mexican Grill 2088,Arapahoe,7301 S Santa Fe Dr Unit 210,1,2,3,53
Qdoba Mexican Grill 2094,Douglas,9364 S Colorado Blvd Unit C10,0,2,2,54
Qdoba Mexican Grill 2120,Douglas,11215 S Parker Rd,1,4,5,51
Qdoba Mexican Grill 2134,Arapahoe,1180 S Buckley Rd Unit A,1,3,4,52
Qdoba Mexican Grill 2239,Douglas,9338 S Dorchester St,1,2,3,53
Qdoba Mexican Grill 2245,Adams,275 Pavilions Pl Unit A,2,6,8,48
Qdoba Mexican Grill 2252,Arapahoe,7465 E Arapahoe Rd,1,0,1,55
Qdoba Mexican Grill 2270,Arapahoe,23923 E Prospect Ave Unit C,1,2,3,53
Qdoba Mexican Grill 2272,Arapahoe,10909 E Arapahoe Pl Unit A1,3,5,8,48
Qdoba Mexican Grill 2329,Douglas,78 E Allen St,1,4,5,51
Qdoba Mexican Grill 2419,Adams,10018 Grant St,1,6,7,49
Qdoba Mexican Grill 2478,Arapahoe,16270 E Arapahoe Rd Unit,4,5,9,47
Qdoba Mexican Grill 2537,Arapahoe,10550 E Garden Dr Ste 101,0,2,2,54
Qdoba Mexican Grill 2538,Arapahoe,6703 S University Blvd Ste 936,3,1,4,52
Qdoba Mexican Grill 2595,Douglas,8441 S Yosemite St Ste 6,1,4,5,51
Qdoba Mexican Grill 2604,Douglas,9994 Commons St Ste 210,3,5,8,48
Qdoba Mexican Grill 2914,Adams,3804 E 120th Ave,4,3,7,49
Qera Ethiopian Meat Market,Arapahoe,1030 Havana St,9,6,15,41
Qomo Farms,Adams,12189 Pennsylvania St,1,0,1,55
Quality Inn,Adams,8500 Turnpike Dr,1,0,1,55
Quality Inn and Suites,Adams,3300 Ouray St,2,4,6,50
Quality Inn and Suites-Comfort Inn and Suites,Douglas,10535 El Diente Ct,2,1,3,53
Quiznos,Adams,2237 Prairie Center Pkwy Unit E,2,6,8,48
Quiznos,Arapahoe,8775 E Orchard Rd Unit 801,1,1,2,54
Quiznos #6751,Adams,8426 Pearl St,0,0,0,56
Quiznos 23,Arapahoe,8053 S Broadway,2,2,4,52
Quiznos Sub,Arapahoe,18880 E Hampden Ave,5,3,8,48
RB Food and Gas LLC,Adams,11010 E 120th Ave,2,4,6,50
RCH By Cup,Adams,10601 Reunion Pkwy,0,1,1,55
