program_id,county,site_address,total_violations
Panda Express,Arapahoe,5670 S Chambers Rd,1
Panda Express,Douglas,8515 Park Meadows Center Dr Unit 3033,3
Panda Express,Douglas,9563 S University Blvd,1
Panda Express 1085,Arapahoe,16891 E Quincy Ave,3
Panda Express 1317,Adams,2680 W 104th Ave,11
Panda Express 1360,Arapahoe,2990 S Broadway,2
Panda Express 1515,Douglas,8331 Willow St Unit A,1
Panda Express 2890,Adams,550 E 144th Ave,3
Panda Express 3114,Adams,15481 E 104th Ave,4
Panda Express 686,Douglas,11153 S Parker Rd Unit D,4
Panda Express 711,Adams,901 E 120th Ave Unit A,3
Panda Express 721,Arapahoe,9500 E Hampden Ave Unit D,2
Panda Garden Chinese Restaurant,Adams,9682 Washington St,13
Panera Bread,Arapahoe,23950 Smoky Hill Rd,6
Panera Bread,Douglas,35 E Allen St,4
Panera Bread 2420,Arapahoe,12293 E Iliff Ave,4
Panera Bread 2441,Arapahoe,6770 S Cornerstar Way Unit E,3
Panera Bread 2444,Arapahoe,640 S Colorado Blvd,6
Panera Bread 3064,Douglas,9579 S University Blvd,7
Panera Bread 3066,Arapahoe,5910 S Holly St,2
Panera Bread 3068,Arapahoe,7301 S Santa Fe Dr,2
Panera Bread 3072,Douglas,9233 Park Meadows Dr,3
Panera Bread 3086,Arapahoe,3702 River Point Pkwy Unit A,6
Panera Bread 3093,Arapahoe,13100 E Colfax Ave Unit 60,4
Panera Bread 3103,Adams,100 E 120th Ave,5
Panera Bread 3105,Adams,14415 Delaware St,6
Panera Bread Cafe 3084,Douglas,11290 S Twenty Mile Rd Ste 123,4
Papa Johns Pizza,Adams,10401 Belle Creek Blvd Ste 102,10
Papa Johns Pizza,Adams,126 W Bridge St,5
Papa Johns Pizza,Douglas,390 S Wilcox St Ste E,9
Papa Johns Pizza 1040,Adams,7245 Pecos St,5
Papa Johns Pizza 1044,Arapahoe,15493 E Hampden Ave Unit E,8
Papa Johns Pizza 1052,Arapahoe,5194 S Broadway,4
Papa Johns Pizza 1055,Adams,5160 W 120th Ave,10
Papa Johns Pizza 1057,Douglas,9245 S Broadway Unit 400,6
Papa Johns Pizza 1455,Arapahoe,580 S Chambers Rd,9
Papa Johns Pizza 1466,Douglas,9227 E Lincoln Ave Ste 400,3
Papa Johns Pizza 1473,Douglas,10641 Park Glenn Way,9
Papa Johns Pizza 1474,Arapahoe,8655 E Arapahoe Rd,1
Papa Johns Pizza 1477,Arapahoe,20941 E Smoky Hill Rd Unit A,1
Papa Johns Pizza 4258,Arapahoe,10551 E Garden Dr Ste 104,2
Papa Johns Pizza 4639,Adams,880 E 88th Ave Unit 130,7
Papa Mazzottis,Adams,2252 Lake Ave,11
Papa Murphys,Adams,2690 W 104th Ave,6
Papa Murphys,Douglas,13029 S Parker Rd,4
Papa Murphys,Douglas,9231 E Lincoln Ave Ste 1000,7
Papa Murphys,Douglas,9559 S University Blvd Unit 103,8
Papa Murphys CO 025,Arapahoe,8575 E Arapahoe Rd Unit D,2
Papa Murphys Highlands Ranch,Douglas,9315 Dorchester St Unit G108,2
Papa Murphys Pizza,Adams,96 N 50th Ave Unit A,2
Papa Murphys Pizza CO 008,Arapahoe,12158 E Mississippi Ave,0
Papa Murphys Pizza CO 010,Arapahoe,15440 E Hampden Ave,4
Papa Murphys Pizza CO 106,Arapahoe,1180 S Buckley Rd Unit C,2
Papa Murphys Take N Bake,Arapahoe,25791 E Smoky Hill Rd Unit 90,3
Papa Murphys Take N Bake Pizza,Adams,15165 E 104th Ave,6
Papa Murphys Take N Bake Pizza,Arapahoe,7408 S University Blvd,2
Papa Murphys Take N Bake Pizza CO 030,Adams,3782 E 104th Ave Ste D,8
Papa Murphys Take N Bake Pizza CO 105,Adams,13691 Colorado Blvd Ste 103,6
Papa Nickys Pizza and Wings,Arapahoe,12203 E Iliff Ave Ste T,9
Papa Ricks Pizza,Arapahoe,3112 S Parker Rd Unit G,8
Papas Pizza,Adams,5765 Washington St,7
Pappadeaux Seafood Kitchen,Arapahoe,7520 E Progress Pl,6
Papusas La Salvadorena,Arapahoe,304 Havana St,9
Paradise Asian Cafe,Arapahoe,6180 S Gun Club Rd Unit L1,20
Paragon Dining Service,Arapahoe,500 Airport Blvd,3
Paragon Food Services atCCA,Arapahoe,16000 E Centretech Pkwy,9
Paris Elementary,Adams,1635 Paris St,2
Park Centre Lounge,Adams,12011 Pecos St,5
Park Lane Elementary,Adams,13001 E 30th Ave,5
Parker Adventist Hospital,Douglas,9395 Crown Crest Blvd,5
Parker Dairy Queen,Douglas,19102 E Plaza Dr,6
Parker Food and Gas,Arapahoe,3116 S Parker Rd,6
Parker Garage,Douglas,19420 E Mainstreet,7
Parker Gas & Snack,Douglas,11411 S Twenty Mile Rd Unit 100,4
Parker Performing Arts School,Douglas,15035 Compark Blvd,0
Parker Schoolhouse at Mainstreet,Douglas,19650 E Mainstreet,0
Parker Senior Center,Douglas,10675 Longs Way,6
Parker Valley Hope,Douglas,22422 E Main St,7
Parkside Village Retirement,Arapahoe,14501 E Crestline Dr,10
Parkway Bar and Grill,Arapahoe,22775 E Aurora Pkwy Unit C8,6
Parkway Cafe,Adams,1762 W 92nd Ave,12
Parrys,Douglas,9567 S University Blvd Unit B2,11
Parrys Pizza,Arapahoe,2154 E Commons Ave Ste 300,6
Parrys Pizza,Douglas,12501 E Lincoln Ave Unit 101,8
Parrys Pizza,Douglas,5650 Allen Way Ste 119,11
Parrys Pizzeria,Adams,100 E 120th Ave Unit F110,10
Parrys Pizzeria & Bar IV,Arapahoe,5970 S Holly St,8
Pastries N Chaat,Douglas,7824 Park Meadows Dr Ste 300,13
Pats Philly Steaks and Subs,Arapahoe,7419 E Iliff Ave,8
Patter Bar,Adams,12189 N Pennsylvania St,0
Patxis Pizza,Arapahoe,3455 S University Blvd Unit B,9
Peabody Elementary,Arapahoe,3128 E Maplewood Ave,0
Peak Refreshments,Arapahoe,20556 E 32nd Pkwy,4
Peak Refreshments,Arapahoe,6465 Greenwood Plaza Blvd,0
Peak to Peak Tap Room,Arapahoe,16701 E Iliff Ave,8
Peaks The,Arapahoe,16510 E Hughes Dr Bldg S79,4
Peakview Coffee,Arapahoe,620 Southpark Dr,6
Pearl of Siam,Arapahoe,18660 E Hampden Ave,16
Peets Coffee and Tea,Arapahoe,6751 S York St Ste 518,3
Pegasus Restaurant,Douglas,313 Jerry St,11
Pei Wei Asian Diner,Douglas,9352 S Colorado Blvd # 1G,11
Pennock K thru 8 School,Adams,3707 Estrella St,1
Penthouse Club,Arapahoe,4451 E Virginia Ave,4
Peoria Elementary,Arapahoe,875 Peoria St,2
Peppinos Pizza,Arapahoe,14200 E Alameda Ave Unit 1039A,6
Perfect Landing Restaurant,Arapahoe,7625 S Peoria St,7
Perks Cafe,Douglas,1500 Park Central Dr Room G 101,2
Perry Park Country Club,Douglas,7047 Perry Park Blvd Unit RR1,11
Perrys Steakhouse and Grille,Douglas,8433 Park Meadows Center Dr Unit D154,9
Persnicke Tea,Douglas,200 Perry St,3
Perspective Gourmet,Arapahoe,1670 N Jasper St Unit H,3
Petes Cafe,Adams,9170 Washington St,7
Petroleum Wholesale 6525 Gas Station,Adams,1695 N Watkins Rd,12
Phillips 66,Adams,2651 E 120th Ave,4
Phillips 66,Adams,9200 Federal Blvd,2
Phillips 66,Douglas,9160 Crown Crest Blvd,4
Pho 104,Adams,421 W 104th Ave Ste H,12
Pho 15,Adams,665 E 70th Ave,8
Pho 4 Mua Vietnam Cuisine,Adams,9866 Grant St,7
Pho 4 U,Arapahoe,3610 River Point Pkwy Unit C,10
Pho 5,Douglas,363 Village Square Ln Ste 130,13
Pho 7,Adams,3917 E 120th Ave,12
Pho 75,Arapahoe,13736 E Quincy Ave,5
Pho 75 Havana,Arapahoe,2050 S Havana St,4
Pho 777,Arapahoe,562 S Chambers Rd Unit 18,9
Pho 777,Douglas,323 Metzler Dr Ste 106,12
Pho 79,Adams,3049 W 74th Ave Unit B,10
Pho 81,Adams,275 Pavilions Pl Unit F,12
Pho 88,Adams,10250 Federal Blvd Ste 700,8
Pho 888,Arapahoe,539 Sable Blvd,10
Pho 90,Arapahoe,23955 E Plaza Ave Unit G 115,11
Pho 95 Noodle House and Grill,Arapahoe,6879 S Vine St Ste 714,14
Pho 97,Arapahoe,16748 E Smoky Hill Rd Unit 9A,14
Pho 99,Arapahoe,1080 S Havana St,6
Pho 99,Arapahoe,211 E County Line Rd,18
Pho Bowlevard,Arapahoe,5950 S Platte Canyon Rd Unit A1,15
Pho Broadway,Arapahoe,6645 S Broadway,9
Pho By Night,Douglas,9234 Park Meadows Dr Ste 100,1
Pho Cafe Asian Cuisine,Arapahoe,12405 E Mississippi Ave Unit 200,8
Pho Duy III,Arapahoe,680 Peoria St,25
Pho Ever Yum,Adams,13691 Colorado Blvd Unit 121,10
Pho Khang II,Arapahoe,8283 S Akron St Unit 140,9
Pho Kim,Arapahoe,12203 E Iliff Ave Ste H,8
Pho Kimmie,Adams,2841 W 120th Ave Unit C100,9
Pho Le 2,Arapahoe,2719 S Parker Rd,10
Pho Lee,Adams,14643 Orchard Pkwy Ste 400,8
Pho Lee,Arapahoe,6860 S Clinton St Unit C,6
Pho Peoria,Arapahoe,1695 Peoria St,10
Pho Real,Arapahoe,2399 W Main St,19
Pho Saigon,Adams,12033 Pecos St,11
Pho Saigon Denver,Arapahoe,7585 E Iliff Ave,14
Pho Saigon Vietnamese Noodle and Grill,Arapahoe,9555 E Arapahoe Rd Unit 1,10
Pho TJ,Adams,702 E Bridge St,14
Pho Vy,Arapahoe,6770 S Cornerstar Way Unit,23
Pho Vy,Douglas,18366 Lincoln Ave Unit 109,17
Piassa Ethio Mart,Arapahoe,12028 E Mississippi Ave Unit A,10
Piccino Wood Oven Pizza,Arapahoe,5350 S Santa Fe Dr Unit A,3
Pickens Perk,Arapahoe,500 Airport Blvd Bldg A,3
Pie Society Pizza,Arapahoe,4615 E Mississippi Ave,0
Piezanos,Douglas,5457 Manhart St,5
Pily Cafe,Adams,8501 Grant St,8
Pine Grove Elementary,Douglas,10450 Stonegate Pkwy,0
Pine Lane Intermediate School,Douglas,6475 E Ponderosa Dr,0
Pine Lane Primary Elementary,Douglas,6475 Ponderosa Dr,0
Pine Ridge Elementary,Arapahoe,6525 S Wheatlands Pkwy,0
Pinery Country Club - Main Clubhouse,Douglas,6900 N Pinery Pkwy,9
Pinnacle Charter School,Adams,1001 W 84th Ave,6
Pinnacle High School,Adams,8412 Huron St,4
Pinocchios 4,Adams,177 E Bridge St,10
Pinos,Arapahoe,1400 E Hampden Ave Unit 140,10
Pinos Italian Kitchen & Bar,Douglas,361 Village Square Ln,12
Pint Room,Arapahoe,2620 W Belleview Ave,5
Pioneer Elementary,Douglas,10881 Riva Ridge St,2
Piper Inn,Arapahoe,2251 S Parker Rd,10
Pisco Sour,Arapahoe,14050 E Evans Ave,9
Pita Pit,Adams,1181 W 120th Ave Unit 200,4
Pitchers,Arapahoe,1670 S Chambers Rd,15
Pizza Hut,Adams,11975 N Holly St,3
Pizza Hut,Adams,7352 Washington St,1
Pizza Hut,Douglas,9068 Forsstrom Dr Ste C15,1
Pizza Hut 035000,Douglas,10535 S Parker Rd,7
Pizza Hut 035001,Douglas,340 S Wilcox St,6
Pizza Hut 4822,Adams,14601 E Colfax Ave Unit C,4
Pizza Hut 4823,Arapahoe,1545 S Havana St,6
Pizza Hut 4824,Arapahoe,16800 E Iliff Ave,1
Pizza Hut 4825,Arapahoe,5657 S Himalaya St Ste 260,5
Pizza Hut 4826,Arapahoe,1086 S Sable Blvd,5
Pizza Hut 4827,Arapahoe,18187 E Hampden Ave,3
Pizza Hut 4829,Adams,2210 E Bridge St,5
Pizza Hut 4832,Arapahoe,5270 E Arapahoe Rd Unit G3,4
Pizza Hut 4833,Adams,6125 E Parkway Dr,6
Pizza Hut 4839,Arapahoe,9500 E Hampden Ave,2
Pizza Hut 4842,Adams,7171 Pecos St,5
Pizza Hut 4849,Arapahoe,4100 S Broadway,4
Pizza Hut 4851,Arapahoe,10639 E Briarwood Ave Ste B1,4
Pizza Hut 4859,Douglas,9385 S Colorado Blvd Unit 106,4
Pizza Hut 4860,Arapahoe,5856 S Lowell Blvd Ste 30,5
Pizza Hut 4861,Arapahoe,7960 S Broadway,5
Pizza Hut 4863,Adams,11920 Washington St,5
Pizza Hut 4866,Adams,13762 Colorado Blvd Unit 100,7
Pizza Hut 4867,Adams,3880 E 104th Ave,2
Pizza Hut 4868,Adams,7820 Sheridan Blvd,2
Pizza Hut 4869,Adams,12049 Pecos St,4
Pizza Hut 4871,Adams,10343 Federal Blvd Unit C,4
Pizza Hut 4873,Adams,15550 E 103rd Pl Unit 100,4
Pizza Pit Stop,Adams,56551 E Colfax Ave,4
Pizza Republica,Arapahoe,5375 Landmark Pl Ste 113,8
Platte River Bar and Grill,Arapahoe,5995 S Santa Fe Dr,20
Platte Valley Medical Center,Adams,1600 Prairie Center Pkwy,7
Players Club,Adams,6710 Federal Blvd,9
Plentea,Adams,1391 E 120th Ave Ste D,10
Plum Creek Academy,Douglas,9340 Commerce Center St,0
Plum Creek Catering,Douglas,1605 Park St Unit D,9
Plum Creek Golf Club,Douglas,331A Players Club Dr,3
Poke Bowl,Douglas,10981 S Parker Rd,14
Poke City,Arapahoe,1128 S Colorado Blvd,3
Poke City,Arapahoe,3401 S Broadway Ste 120,6
Poke City,Arapahoe,8547 E Arapahoe Rd Unit K,2
Poke Co,Arapahoe,91 W Mineral Ave Unit 140,17
Poke Concept,Arapahoe,14302 E Cedar Ave Unit B,7
Poke Concept,Arapahoe,9555 E Arapahoe Rd Unit 10,6
Poke One,Douglas,9227 E Lincoln Ave Ste 500,11
Poke Story 1 The,Arapahoe,23955 E Plaza Dr Unit G 103,5
Poke Story II,Arapahoe,2330 E Arapahoe Rd Ste 903,3
Pokecity,Arapahoe,6750 S Cornerstar Way Unit D,2
Pollo Lima,Arapahoe,9614 E Arapahoe Rd,14
Pollo Picante 10498,Arapahoe,10498 E Colfax Ave Unit E,13
Polton Elementary,Arapahoe,2985 S Oakland St,0
Ponchos Mexican Grill,Arapahoe,5350 S Santa Fe Dr Unit C,17
Ponderosa Elementary,Arapahoe,1885 S Lima St,1
Ponderosa High School,Douglas,7007 E Bayou Gulch Rd,3
Popcorn Bliss,Douglas,6360 Promenade Pkwy Unit 130,1
Popeyes,Adams,5101 Quebec St,4
Popeyes 401,Adams,12051 Huron St,7
Popeyes 406,Adams,15199 E Colfax Ave,14
Popeyes 410,Arapahoe,3122 S Parker Rd,7
Popeyes 411,Adams,11097 E Colfax Ave,5
Popeyes 412,Adams,550 W 84th Ave,7
Popeyes 416,Douglas,1340 New Beale St,12
Popeyes 418,Adams,15050 E 104th Ave,6
Popeyes Chicken,Arapahoe,22998 E Smoky Hill Rd,1
Popeyes Chicken 413,Adams,6450 Sheridan Blvd,4
Popeyes Louisiana Chicken,Adams,9711 Washington St,4
Popeyes Louisiana Kitchen 427,Adams,2032 Prairie Center Pkwy,3
Popeyes Louisianna Kitchen 424,Arapahoe,2150 S Quebec St,6
Pork Chop King,Arapahoe,34501 E Quincy Ave,6
Portofino Pizza and Pasta,Douglas,10920 S Parker Rd Unit B9,9
Posh Pastries,Douglas,10471 S Parker Rd Ste 8B,14
Potbelly Sandwich Shop,Adams,14306 Lincoln St,3
Potbelly Sandwich Shop,Douglas,1341 New Beale St Ste 100,5
Potbelly Sandwich Shop,Douglas,8475 S Yosemite St Ste A,9
Powell Middle School,Arapahoe,8000 S Corona Way,0
Practice Facilities Building Driving Range,Adams,9650 Sheridan Blvd,0
Pradera Golf Club,Douglas,5225 Raintree Dr,10
Prairie Crossing Elementary,Douglas,11605 S Bradbury Ranch Dr,4
Prairie Hill Elementary,Adams,13801 Garfield Pl,2
Prairie Middle School,Arapahoe,12600 E Jewell Ave,1
Prairie View High School,Adams,12909 E 120th Ave,1
Prairie View Middle School,Adams,12915 E 120th Ave,2
Prana Inc,Adams,3645 W 112th Ave,0
Primal Axe House,Arapahoe,3545 S Platte River Dr Unit M1,1
Primos Italian,Adams,7174 Washington St Unit A,8
Products By Mahoney Limited,Adams,12189 Pennsylvania St,0
Profile by Sanford,Arapahoe,8575 E Arapahoe Rd Unit G,0
Pudge Bros Pizza,Arapahoe,4034 S Parker Rd,8
Pudge Brothers Pizza,Adams,6085 E 64th Ave,1
Pudger Enterprises,Douglas,650 Perry Park Ave,3
Pupusas Paradise,Arapahoe,15462 E Hampden Ave # E,14
Purgatory Cellars,Douglas,30 W Springer Dr,2
Purgatory Cellars,Douglas,611 N Wilcox St Unit C,0
Q Rico Mexican Food,Arapahoe,14200 E Alameda Ave Unit 2015,7
Qdoba Mexican Grill 1717,Douglas,955 New Memphis Ct Ste 103,7
Qdoba Mexican Grill 2003,Arapahoe,5188 S Broadway,4
Qdoba Mexican Grill 2006,Arapahoe,1156 S Colorado Blvd,8
Qdoba Mexican Grill 2063,Adams,1005 W 120th Ave Ste 100,6
Qdoba Mexican Grill 2065,Arapahoe,2295 S Peoria St,12
Qdoba Mexican Grill 2085,Arapahoe,800 Englewood Pkwy Unit C100,4
Qdoba Mexican Grill 2088,Arapahoe,7301 S Santa Fe Dr Unit 210,3
Qdoba Mexican Grill 2094,Douglas,9364 S Colorado Blvd Unit C10,2
Qdoba Mexican Grill 2120,Douglas,11215 S Parker Rd,5
Qdoba Mexican Grill 2134,Arapahoe,1180 S Buckley Rd Unit A,4
Qdoba Mexican Grill 2239,Douglas,9338 S Dorchester St,3
Qdoba Mexican Grill 2245,Adams,275 Pavilions Pl Unit A,8
Qdoba Mexican Grill 2252,Arapahoe,7465 E Arapahoe Rd,1
Qdoba Mexican Grill 2270,Arapahoe,23923 E Prospect Ave Unit C,3
Qdoba Mexican Grill 2272,Arapahoe,10909 E Arapahoe Pl Unit A1,8
Qdoba Mexican Grill 2329,Douglas,78 E Allen St,5
Qdoba Mexican Grill 2419,Adams,10018 Grant St,7
Qdoba Mexican Grill 2478,Arapahoe,16270 E Arapahoe Rd Unit,9
Qdoba Mexican Grill 2537,Arapahoe,10550 E Garden Dr Ste 101,2
Qdoba Mexican Grill 2538,Arapahoe,6703 S University Blvd Ste 936,4
Qdoba Mexican Grill 2595,Douglas,8441 S Yosemite St Ste 6,5
Qdoba Mexican Grill 2604,Douglas,9994 Commons St Ste 210,8
Qdoba Mexican Grill 2914,Adams,3804 E 120th Ave,7
Qera Ethiopian Meat Market,Arapahoe,1030 Havana St,15
Qomo Farms,Adams,12189 Pennsylvania St,1
Quality Inn,Adams,8500 Turnpike Dr,1
Quality Inn and Suites,Adams,3300 Ouray St,6
Quality Inn and Suites-Comfort Inn and Suites,Douglas,10535 El Diente Ct,3
Quiznos,Adams,2237 Prairie Center Pkwy Unit E,8
Quiznos,Arapahoe,8775 E Orchard Rd Unit 801,2
Quiznos #6751,Adams,8426 Pearl St,0
Quiznos 23,Arapahoe,8053 S Broadway,4
Quiznos Sub,Arapahoe,18880 E Hampden Ave,8
RB Food and Gas LLC,Adams,11010 E 120th Ave,6
RCH By Cup,Adams,10601 Reunion Pkwy,1
RORO Juice,Arapahoe,2514 E Arapahoe Rd,2
Radisson Hotel Denver Southeast,Arapahoe,3155 S Vaughn Way,22
Rail Pub The,Douglas,11800 E Oswego St Unit D10,8
Rainbow Center,Adams,690 W 84th Ave,2
Raising Canes,Douglas,5012 Founders Pkwy,1
Raising Canes 277,Douglas,18200 E Cottonwood Dr,1
Raising Canes 310,Arapahoe,6645 S Parker Rd,0
Raising Canes Chicken Fingers,Arapahoe,14241 E Alameda Ave,1
Raising Canes Chicken Fingers,Douglas,1108 Cpl Max Donahue Ln,1
Raleigh House of Hope,Arapahoe,325 Almstead Rd,2
Ralph Moody Elementary,Arapahoe,6390 S Windermere St,0
Ramada Plaza Damons La Fondue,Adams,10 E 120th Ave,12
Ranch Country Club,Adams,11887 Tejon St,12
Ranch View Middle School,Douglas,1731 W Wildcat Reserve Pkwy,1
Rancho Alegre,Adams,8411 Pecos St,12
Rancho Alegre Mexican Restaurant,Arapahoe,420 S Chambers Rd Unit B,27
Rangeview High School Cafeteria,Arapahoe,17599 E Iliff Ave,1
Ranum Middle School,Adams,2401 W 80th Ave,2
Real De Minas Mexican Grill II,Arapahoe,14035 E Evans Ave,5
Real Food Ready,Adams,12189 Pennsylvania St,1
Real de Minas III,Arapahoe,15795 E Briarwood Cir,5
Real de Minas Mexican Grill III,Arapahoe,6775 S Cornerstar Way Unit E,8
Red Hawk Ridge Elementary,Arapahoe,16251 E Geddes Ave,5
Red Hawk Ridge Golf Clubhouse,Douglas,2156 Red Hawk Ridge Dr,11
Red Lion Inn and Suites Denver Airport,Adams,16921 E 32nd Ave,11
Red Lobster 0118,Arapahoe,10854 E Alameda Ave,5
Red Lobster 6215,Douglas,9067 Westview Rd,14
Red Lobster 6334,Arapahoe,6139 S Southlands Pkwy,8
Red Lobster0328,Adams,1350 W 104th Ave,8
Red Robin Americas Gourmet Burgers,Adams,799 W 146th Ave,4
Red Robin Burger and Spirits Emporium,Douglas,8355 Park Meadows Center Dr,8
Red Robin Burgers and Spirits Emporium,Arapahoe,8585 E Arapahoe Rd,3
Red Robin Burgers and Spirits Emporium,Douglas,63 Centennial Blvd,4
Red Robin Gourmet Burger and Spirit Emporium,Arapahoe,1491 S Havana St,3
Red Robin Gourmet Burgers,Arapahoe,6795 S Cornerstar Way,3
Red Robin Gourmet Burgers,Douglas,46 E Allen St,3
Red Robin Gourmet Burgers University,Arapahoe,10000 E Geddes Ave Unit 500,5
Red Robin Gourmet Burgers and Brews,Adams,2021 Prairie Center Pkwy,7
Red Robin Gourmet Burgers and Spirits,Douglas,9130 Crown Crest Blvd,6
Red Rooster,Adams,5761 Washington St,4
Redstone Elementary,Douglas,9970 Glenstone Cir,3
Refresh Cafe,Douglas,1024 Park Meadows Dr,2
Regal Cinebarre Greenwood Plaza,Arapahoe,8141 E Arapahoe Rd,3
Regis Jesuit High School Girls Division,Arapahoe,6300 S Lewiston Way,3
Relish This,Arapahoe,11350 E Orchard Rd,3
Renaissance Magnet School,Douglas,3960 Trail Boss Ln,0
Renaissance Secondary School,Douglas,3954 Trail Boss Ln,0
Rendezvous Restaurant,Arapahoe,2888 S Heather Gardens Way Ste 3,7
Renegade Burrito,Adams,10005 Grant St Unit E,5
Renzios Greek Food,Douglas,8401 Park Meadows Center Dr Unit 2415,15
Residence Inn,Douglas,3090 W County Line Rd,11
Residence Inn by Marriott,Arapahoe,16490 E 40th Cir,6
Residence Inn by Marriott,Douglas,8322 S Valley Hwy,5
Retired Enlisted Association Inc,Adams,1599 Dayton St,9
Reunion Elementary School,Adams,11021 Landmark Dr,0
Revolution Foods,Adams,6360 E 58th Ave Unit H,1
Rica Pizza,Adams,8868 Federal Blvd Unit 16A,6
Ricardo Flores Magon Academy Inc,Adams,5301 Lowell Blvd,1
Riccos Burritos,Adams,7794 Washington St,1
Rice Bistro and Sushi,Arapahoe,5922 S Holly St,15
Rice Bistro and Sushi,Arapahoe,7301 S Santa Fe Dr Unit 410,6
Rice Bowl,Adams,7592 Highway 2,5
Rico Pollo,Adams,1824 W 92nd Ave,9
Rico Pollo,Adams,9075 E Colfax Ave,13
Rico Pollo,Adams,9862 Grant St,5
Rico Pollo 4,Adams,5790 E 64th Ave,7
Ridge at Castle Pines North The,Douglas,1414 W Castle Pines Pkwy,8
Riize Coffee,Arapahoe,8200 Southpark Cir Unit B,3
Ringcentral 4th Floor Prep Kitchen,Arapahoe,8005 S Chester St 4 Fl,6
Rio Grande Mexican Restaurant,Douglas,9535 Park Meadows Dr Unit A,6
Rise Pies Pizza,Adams,13801 Grant St Ste 503,9
Ritas Italian Ice & Creamery 1303,Douglas,3990 Limelight Ave D,2
Ritas Italian Ice Parker,Douglas,19250 E Lincoln Ave Ste 120,1
River Bottom Restaurant,Adams,75 W Bridge St,19
Riverdale Elementary,Adams,10724 Elm Dr,0
Riverdale Restaurant,Adams,13300 Riverdale Rd,15
Riverdale Ridge High School,Adams,13360 Yosemite St,3
Riverpointe Retirement Facility,Arapahoe,5225 S Prince St,1
Roberto Gomez Pizza and Burritos,Adams,806 E 78th Ave,5
Roberts Deli,Arapahoe,6380 S Fiddlers Green Cir Unit 109C,2
Robusto Room The,Douglas,9535 Park Meadows Dr Unit D-2,5
Rock Bottom Brewery,Arapahoe,9627 E County Line Rd,14
Rock Bottom Restaurant & Brewery,Douglas,1505 Park Central Dr,4
Rock Canyon High School,Douglas,5810 McArthur Ranch Rd,2
Rock Restaurant and Bar The,Arapahoe,22934 E Smoky Hill Rd,3
Rock Ridge Elementary,Douglas,400 N Heritage Rd,2
Rock The,Douglas,4881 Cherokee Dr,5
Rock Wood Fired Pizza and Spirits,Douglas,53 Centennial Blvd,6
Rocky Heights Middle School,Douglas,11033 Monarch Blvd,2
Rocky Mountain Catering,Douglas,10525 El Diente Ct,2
Rocky Mountain Chocolate Factory,Douglas,5050 Factory Shops Blvd Ste 820,0
Rocky Mountain Chocolate Factory 50681,Arapahoe,6240 S Main St Ste 102,4
Rocky Mountain Elementary,Adams,3350 W 99th Ave,6
Rocky Mountain Multiple Sclerosis Center,Adams,8845 Wagner St,5
Rocky Mountain Pizzeria,Douglas,19523 Hess Rd,8
Rocky Top Middle School 10,Adams,14150 York St,0
Rockyard Brewing Company,Douglas,880 W Castleton Rd,0
Rojas Mexican Restaurant,Adams,710 W 120th Ave,4
Rolling Hills Elementary,Arapahoe,5756 S Biscay St,1
Rolling Smoke BBQ,Arapahoe,2501 N Dallas St,5
Rolling Smoke BBQ,Arapahoe,7470 S University Blvd Unit A1,4
Romancing the Bean,Arapahoe,5800 S Prince St,5
Romanos Pizzeria,Arapahoe,5666 S Windermere St,8
Romos Street Tacos,Douglas,221 Perry St,2
Rookies,Arapahoe,1323 Monroe St,3
Rorys Diner,Douglas,11020 S Pikes Peak Dr Ste 150,6
Rosa Mexican Kitchen,Douglas,8361 N Rampart Range Rd,4
Rose Hill Elementary,Adams,6900 E 58th Ave,0
Rosenbergs Bagels,Arapahoe,2501 Dallas St,5
Roses Bella Cucina,Douglas,3980 Limelight Ave Unit A,8
Rosies Diner,Arapahoe,14061 E Iliff Ave,12
Rositas Mexican Restaurant,Adams,8050 Federal Blvd,4
Roux World Kitchen,Douglas,556 Village Square Ln Unit 200,8
Roxborough Elementary,Douglas,8000 Village Cir W,5
Roxborough Intermediate School,Douglas,7370 Village Cir E,2
Roxborough Shell,Douglas,7887 N Rampart Range Rd,8
Royal Delights Chocolate Shop,Douglas,650 Perry Park Rd,0
Royal Gourmet,Arapahoe,15413 E Hampden Ave,9
Royal Hilltop,Arapahoe,18581 E Hampden Ave Unit 134,8
Rubios Coastal Grill,Arapahoe,111 W Mineral Ave,5
Rubios Fresh Mexican Grill 121,Douglas,3620 E Highlands Ranch Pkwy Unit 101,1
Rubios Mexican Grill,Arapahoe,16891 E Quincy Ave Unit C,18
Rudis Deli,Douglas,12501 E Lincoln Ave,7
Runyon Elementary,Arapahoe,7455 S Elati St,0
Rusty Bucket Restaurant and Tavern,Adams,14613 Orchard Pkwy Ste 100,5
Rusty Tapp Colorado BBQ and Catering,Arapahoe,311 E County Line Rd,2
SAAR Conoco,Arapahoe,1191 S Buckley Rd,2
SM Groceries,Arapahoe,12203 E Iliff Ave Ste W,9
SM Marts LLC,Arapahoe,250 E Dry Creek Rd Unit 201,5
